Name,Typ,Adresse,Latitude,Longitude,Elevation,Entfernung_m
Café Coppa,cafe,Adresse unbekannt,53.170307,8.623143,,152
Tinto,restaurant,Adresse unbekannt,53.170847,8.625886,,147
Loui & Jules,restaurant,Adresse unbekannt,53.169083,8.624067,,22
Olympia,restaurant,"Friedrich-Humbert-Straße, 151, 28759, Bremen",53.167212,8.632220,,116
Bootshausgaststätte VWV,restaurant,Adresse unbekannt,53.161977,8.638745,,74
Murkens Krug zur Fähre,restaurant,Adresse unbekannt,53.160692,8.679365,,14
Café Knoops Park,cafe,"Admiral-Brommy-Weg, 4A, 28717, Bremen",53.163357,8.682643,,258
Netto Marken-Discount,supermarket,"Burger Heerstraße, 46, 28719, Bremen",53.156017,8.703167,,28
Orpheas,restaurant,"Burger Heerstraße, 50, 28719, Bremen",53.156425,8.704069,,40
Steak House an der Lesum,restaurant,"Lesumbroker Landstraße, 4f, 28719, Bremen",53.156306,8.702549,,23
Burger Blatt und Backwerkstatt,bakery,"Burger Heerstraße, 32, 28719, Bremen",53.154972,8.704477,,123
Zur Nordseite,restaurant,Adresse unbekannt,53.165171,8.753170,,205
Melkhus Hof Hagensfähr,cafe,"Hagensfährer Weg, 1, 27721, Ritterhude",53.162923,8.765644,,133
Gasthaus Dammsiel,restaurant,"Niederblockland, 32, 28357, Bremen",53.158257,8.777605,,18
Wümmeblick,restaurant,"Höftdeich, 11, 28865, Lilienthal",53.161914,8.798380,,151
Zur alten Wümmescheune,cafe,Adresse unbekannt,53.160997,8.796739,,18
Gartelmann's Gasthof,restaurant,Adresse unbekannt,53.143089,8.847149,,14
Gartelmann's Dielencafe,cafe,Adresse unbekannt,53.135412,8.858868,,17
Pusta-Stube,restaurant,"Oberblockland, 5, 28357, Bremen",53.133386,8.860724,,20
Landhaus Kuhsiel,restaurant,Adresse unbekannt,53.130177,8.864165,,10
Landgasthof Heuer,restaurant,"Borgfelder Deich, 22, 28357, Bremen",53.132245,8.890826,,13
Rewe,supermarket,"Borgfelder Heerstraße, 44, 28357, Bremen",53.126609,8.901507,,122
Bäckerei Schröder,bakery,Adresse unbekannt,53.126957,8.902839,,18
Salvia,restaurant,"Borgfelder Heerstraße, 44, 28357, Bremen",53.126661,8.902276,,42
Haferkamp,bakery,Adresse unbekannt,53.126477,8.902118,,69
Aleco,supermarket,Adresse unbekannt,53.127219,8.902763,,31
Happi,restaurant,"Krögersweg, 7, 28357, Bremen",53.124625,8.902456,,243
Barnstorff,bakery,"Borgfelder Heerstraße, 47, 28357, Bremen",53.125785,8.902351,,121
Crepes Suzette,restaurant,"Borgfelder Heerstraße, 28357, Bremen",53.126127,8.902010,,105
Zweiradhaus Schallich,bicycle,Adresse unbekannt,53.125738,8.902316,,127
Café List,cafe,Adresse unbekannt,53.125240,8.901905,,195
EDEKA Lohmann,supermarket,"Poststraße, 4-6, 27412, Tarmstedt",53.225866,9.078546,,93
Sammann,bakery,Adresse unbekannt,53.226433,9.079553,,41
Pizza Prince,restaurant,"Wendohweg, 40, 27412, Tarmstedt",53.221840,9.082800,,281
De Grönhöker,supermarket,Adresse unbekannt,53.225874,9.079897,,102
Restaurant Olympia,restaurant,"Bauernreihe, 8, 27412, Tarmstedt",53.226641,9.076172,,138
Tarmstedter Hof,restaurant,"Hauptstraße, 16, 27412, Tarmstedt",53.227073,9.079383,,30
Parthenon Zeven,restaurant,"Bremer Straße, 84, 27404, Zeven",53.294236,9.259139,,19
Bäckerei Gilbert,bakery,Adresse unbekannt,53.296045,9.272739,,37
Hotel Central,restaurant,Adresse unbekannt,53.296443,9.275230,,69
Ratscafe am Markt,cafe,"Am Markt, 2, 27404, Zeven",53.295350,9.278160,,17
Casagrande,restaurant,"An der Mehde, 2, 27404, Zeven",53.297444,9.278601,,198
Mannis Fahrradladen M. Born,bicycle,Adresse unbekannt,53.293718,9.277010,,182
Ringhotel Paulsen,restaurant,"Meyerstraße, 22, 27404, Zeven",53.296838,9.274794,,107
Jeanne's Café,cafe,Adresse unbekannt,53.293285,9.277970,,237
Café Müller,cafe,Adresse unbekannt,53.293892,9.278118,,173
Allegria,restaurant,Adresse unbekannt,53.295170,9.280400,,78
Backmanufaktur Latzel seit 1884,bakery,"Gartenstraße, 1, 27404, Zeven",53.294398,9.280879,,170
steffens-backkunst,bakery,Adresse unbekannt,53.315279,9.336426,,122
Steffens,bakery,Adresse unbekannt,53.311523,9.328566,,60
Bäckerei & Konditorei M. Viet,bakery,Adresse unbekannt,53.364673,9.423541,,28
Fahrradhaus L & M GmbH,bicycle,"Zevener Straße, 2",53.433228,9.613316,,18
Dietz,bakery,Adresse unbekannt,53.434490,9.614485,,54
Schrader,bakery,Adresse unbekannt,53.434628,9.617590,,9
Beef Kitchen,restaurant,"Buxtehuder Straße, 11, 21641, Apensen",53.434398,9.616107,,20
Bäcker Dietz,bakery,"Torfweg, 4, 21614, Buxtehude",53.463345,9.666921,,56
Nah & Frisch,supermarket,"Torfweg, 4, 21614, Buxtehude",53.463214,9.666859,,68
al halal,restaurant,"Spechtweg, 4, 21614, Buxtehude",53.465461,9.676010,,68
Wachtelburg,restaurant,"Apensener Straße, 106, 21614, Buxtehude",53.464138,9.666969,,25
Wachtel imbiss,restaurant,"Apensener Straße, 104b, 21614, Buxtehude",53.464277,9.667375,,26
Bäckerei Weiss,bakery,"Kählerstraße, 1, 21614, Buxtehude",53.467150,9.680048,,27
Cafe Port,cafe,Adresse unbekannt,53.469005,9.685618,,23
Fidelio,restaurant,"Bahnhofstraße, 48;50, 21614, Buxtehude",53.471591,9.690875,,175
Hillert,bakery,"Stader Straße, 2, 21614, Buxtehude",53.469540,9.688058,,20
Bike-Station-Buxtehude,bicycle,"Hauptstraße, 11, 21614, Buxtehude",53.468801,9.689403,,115
SE Bio Markt,supermarket,"Brauereiweg, 4, 21614, Buxtehude",53.470035,9.686611,,116
Meze Food & Kebap,restaurant,"Stader Straße, 2, 21614, Buxtehude",53.469934,9.688928,,20
Masala,restaurant,"Bahnhofstraße, 37, 21614, Buxtehude",53.472095,9.692347,,252
Marktkauf,supermarket,"Bahnhofstraße, 47, 21614, Buxtehude",53.471003,9.691380,,116
Junge,bakery,Adresse unbekannt,53.471728,9.691809,,203
China Palace,restaurant,"Georgstraße, 5, 21614, Buxtehude",53.468982,9.688220,,44
Café Goldbrunch,cafe,"Bahnhofstraße, 51, 21614",53.470594,9.690502,,64
Drinking_water,drinking_water,Adresse unbekannt,53.471310,9.694895,,208
Ratskeller,restaurant,Adresse unbekannt,53.476516,9.700310,,258
Jogi,restaurant,Adresse unbekannt,53.477609,9.700489,,276
Din Hau,restaurant,Adresse unbekannt,53.475240,9.696763,,299
Hillert,bakery,"Am Markt, 1, 21614, Buxtehude",53.476445,9.699913,,279
Hillert,bakery,"Lange Straße, 37, 21614, Buxtehude",53.475795,9.699211,,258
Amadeus,restaurant,Adresse unbekannt,53.476134,9.700070,,241
Abthaus,restaurant,"Abtstraße, 6, 21614, Buxtehude",53.477380,9.701345,,181
Ma Vie,restaurant,"Lange Straße, 2a, 21614, Buxtehude",53.477209,9.701501,,166
Dionysos,restaurant,"Abtstraße, 4, 21614, Buxtehude",53.477297,9.701404,,175
Primus,restaurant,"Abtstraße, 8, 21614, Buxtehude",53.477461,9.701283,,187
Hillert,bakery,"Viverstraße, 21614, Buxtehude",53.474289,9.698386,,132
Cafe am Museum,cafe,Adresse unbekannt,53.476744,9.701500,,181
Schrader,bakery,Adresse unbekannt,53.476106,9.699503,,274
Piccolo,restaurant,Adresse unbekannt,53.475816,9.700222,,202
Drinking_water,drinking_water,Adresse unbekannt,53.475665,9.698309,,280
Pfeffertörtchen,cafe,Adresse unbekannt,53.477014,9.701747,,144
Drinking_water,drinking_water,Adresse unbekannt,53.476348,9.702960,,32
Hanse Loft,cafe,Adresse unbekannt,53.479004,9.701275,,250
Bäckerei Pfeiffer,bakery,"Harburger Straße, 37, 21614, Buxtehude",53.476953,9.710039,,52
Bäcker Dietz,bakery,"Harburger Straße, 60, 21614, Buxtehude",53.473934,9.713781,,57
Taverna Elina,restaurant,"Hasselwerder Straße, 94, 21129, Hamburg",53.521044,9.811927,,209
Ringeltaube,supermarket,Adresse unbekannt,53.537507,9.845953,,89
Alsterspeiche,bicycle,"Neßdeich, 100, 21129, Hamburg",53.534516,9.859299,,113
Ihr Finkenwerder Bäcker Körner,bakery,"Neßdeich, 100, 21129, Hamburg",53.534643,9.859490,,95
Dionysos,restaurant,Adresse unbekannt,53.533646,9.872085,,95
Restaurant Finkenwerder Elbblick,restaurant,"Focksweg, 42, 21129, Hamburg",53.538753,9.873672,,145
Finkwarder Klönstuv,restaurant,Adresse unbekannt,53.533260,9.877636,,245
Ihr Finkenwerder Bäcker,bakery,"Steendiek, 13, 21129, Hamburg",53.533172,9.878374,,293
Restaurant Engel,restaurant,"22609, Hamburg",53.546400,9.863565,,48
Schmidt und Schmidtchen,cafe,Adresse unbekannt,53.553931,9.865619,,50
Museumscafé,cafe,"Baron-Voght-Straße, 50, 22609, Hamburg",53.552808,9.865714,,96
Dat Backhus,bakery,Adresse unbekannt,53.559790,9.886789,,286
Elbwein,cafe,"Beselerstraße, 27, 22607, Hamburg",53.564820,9.880295,,284
L'Europeo,restaurant,Adresse unbekannt,53.565871,9.894733,,172
Taste of Tandoori,restaurant,Osdorfer Weg,53.565845,9.897676,,25
Schweinske Bahrenfeld,restaurant,"Silcherstraße, 1, 22761, Hamburg",53.565127,9.902018,,10
Vina-Haus,restaurant,"Mendelssohnstraße, 28, 22761, Hamburg",53.563850,9.913632,,187
Sunsirius Bistro & Markt,cafe,"Bahrenfelder Chaussee, 70A, 22761",53.566405,9.909928,,77
Ghana Aba Abrokyire,restaurant,"Norburger Stieg, 1",53.566504,9.910074,,88
Gewächshaus-Hamburg,cafe,"Holstenkamp, 80, 22525, Hamburg",53.571120,9.917398,,62
Die Schnackschrauber - Fahrrad-Reparatur für Geflüchtete u.a. in Selbsthilfe,bicycle,"Regerstraße, 73, 22761, Hamburg",53.569552,9.914901,,255
vit:bikes,bicycle,Adresse unbekannt,53.566582,9.920017,,266
Croque Master,restaurant,Adresse unbekannt,53.571137,9.923227,,28
Mr. Baker,bakery,"Osterstraße, 161, Hamburg",53.577607,9.947408,,271
Die kleine Konditorei,bakery,"Osterstraße, 176, 20255, Hamburg",53.579402,9.946255,,39
Chez Nathalie,cafe,"Lutterothstraße, 88, 20255, Hamburg",53.581715,9.945441,,220
Due Baristi,cafe,"Langenfelder Damm, 2-4, 20257, Hamburg",53.578229,9.941466,,38
Q-Bar,restaurant,Adresse unbekannt,53.580884,9.946069,,104
Corfu Grill,restaurant,Adresse unbekannt,53.579332,9.948647,,209
Penny,supermarket,Adresse unbekannt,53.579404,9.939720,,234
Adam Cafe City,cafe,"Müggenkampstraße, 45, 20257, Hamburg",53.579859,9.942476,,179
Pancake Panda,cafe,"Müggenkampstraße, 34",53.579949,9.943585,,162
MAY,cafe,"Lappenbergsallee, 30, 20257, Hamburg",53.576579,9.943394,,198
Pastelaria Transmontana II,cafe,"Lappenbergsallee, 48, 20257",53.577775,9.942140,,33
Curcuma,cafe,Adresse unbekannt,53.578044,9.942750,,22
Odysseus,restaurant,"Hellkamp, 1, 20255, Hamburg",53.576769,9.945819,,249
O'Sole Mio,restaurant,"Methfesselstraße, 44",53.578696,9.945089,,23
Kaiser Rad,bicycle,Adresse unbekannt,53.577056,9.942160,,109
Kingcycles,bicycle,"Osterstraße, 181, 20255, Hamburg",53.578900,9.946200,,76
Parea,restaurant,Adresse unbekannt,53.580695,9.942551,,266
Little Buddha,restaurant,Adresse unbekannt,53.577223,9.946714,,259
Azeitona,restaurant,"Osterstraße, 173",53.579167,9.946474,,74
Chào Bạn,restaurant,"Stellinger Weg, 43, 20255, Hamburg",53.579979,9.947898,,99
Dos Amigos,restaurant,"Sillemstraße, 74, 20257, Hamburg",53.578654,9.943897,,14
Familien Backstube,bakery,Adresse unbekannt,53.579242,9.939901,,211
ima vegan,cafe,"Lappenbergsallee, 36, 20257, Hamburg",53.577075,9.942723,,125
Cafe Delice,cafe,Adresse unbekannt,53.578896,9.946758,,117
Café Estoril,cafe,"Osterstraße, 158",53.578228,9.947420,,220
Thang Long One,restaurant,Adresse unbekannt,53.577851,9.947184,,235
Tokio Sushi,restaurant,"Osterstraße, 167, 20255, Hamburg",53.577971,9.947066,,216
kkokki loves vegan,restaurant,"Osterstraße, 171",53.578196,9.946824,,180
geen,cafe,"Stellinger Weg, 38a, 20255, Hamburg",53.580252,9.948102,,97
meraki,cafe,"Stellinger Weg, 38f",53.580468,9.947758,,52
Green Papaya,restaurant,Adresse unbekannt,53.578359,9.946755,,161
Public Coffee Roasters,cafe,"Lappenbergsallee, 43, 20257, Hamburg",53.577551,9.941612,,37
Heimatjuwel,restaurant,"Stellinger Weg, 47, Hamburg",53.580127,9.947701,,72
Studio Gusto,cafe,"Methfesselstraße, 62",53.579740,9.946387,,18
Radwerk,bicycle,"Langenfelder Damm, 6, 20257, Hamburg",53.578493,9.941207,,75
La Vita,restaurant,Adresse unbekannt,53.580365,9.947293,,20
Galopper,restaurant,Adresse unbekannt,53.579516,9.948666,,197
Superfiets,bicycle,Adresse unbekannt,53.580041,9.943342,,178
Der Geheime Garten - Blumencafé,cafe,"Grundstraße, 16, 20257, Hamburg",53.576987,9.942986,,142
Old MacDonald,restaurant,"Stellinger Weg, 33, Hamburg",53.579143,9.949101,,260
Fahrräder Walter Wehland,bicycle,Adresse unbekannt,53.581338,9.947941,,41
Mata Hambre,restaurant,"Methfesselstraße, 102, 20255, Hamburg",53.581968,9.947911,,22
Mia Mio,cafe,"Hellkamp, 70, 20255, Hamburg",53.580635,9.949504,,227
Cafe Yapistir,cafe,Adresse unbekannt,53.579042,9.949277,,282
Café Tuana,cafe,Adresse unbekannt,53.579544,9.949239,,245
Café Eims,cafe,"Hellkamp, 52",53.579596,9.949184,,237
Taverna Omiros,restaurant,Adresse unbekannt,53.592497,9.946314,,234
,viewpoint,N/A,53.545075,9.916214,,2278
Utkiek,viewpoint,N/A,53.168080,8.623285,,8
Steinberghöhe,viewpoint,N/A,53.163064,8.671399,,408
,viewpoint,N/A,53.118972,8.842262,,2526
,viewpoint,N/A,53.162931,8.668931,,434
Vegesacker Balkon,viewpoint,N/A,53.170480,8.619305,,272
,viewpoint,N/A,53.174878,8.571888,,9
,viewpoint,N/A,53.178425,8.557812,,23
,viewpoint,N/A,53.545472,9.928909,,2745
,viewpoint,N/A,53.162540,8.682310,,174
,viewpoint,N/A,53.547679,9.859382,,388
Landebahn,viewpoint,N/A,53.618248,9.959460,,2809
,viewpoint,N/A,53.166209,8.618520,,19
,viewpoint,N/A,53.118217,8.852702,,1769
,viewpoint,N/A,53.571872,9.904770,,708
,viewpoint,N/A,53.571899,9.908353,,683
,viewpoint,N/A,53.545599,9.917256,,2244
,viewpoint,N/A,53.545309,9.920094,,2364
Buchenbaum,viewpoint,N/A,53.545741,9.932255,,2905
,viewpoint,N/A,53.545212,9.915299,,2248
,viewpoint,N/A,53.542698,9.856467,,697
,viewpoint,N/A,53.542088,9.860094,,292
,viewpoint,N/A,53.541162,9.864475,,68
,viewpoint,N/A,53.536457,9.790647,,1979
Airbus Aussichtswall Neßtor,viewpoint,N/A,53.530808,9.830609,,19
Birdwatch,viewpoint,N/A,53.158354,8.672704,,121
,viewpoint,N/A,52.683168,7.264624,,2464
,viewpoint,N/A,53.199573,8.446906,,69
Parkhaus,viewpoint,N/A,53.552913,9.934241,,2240
,viewpoint,N/A,53.541705,9.861149,,179
,viewpoint,N/A,53.542227,9.859149,,397
,viewpoint,N/A,53.183052,8.547677,,304
Jünglingshöhe,viewpoint,N/A,53.163032,8.672595,,340
,viewpoint,N/A,53.171585,8.614992,,607
Lotsenstation,viewpoint,N/A,53.539978,9.881306,,478
,viewpoint,N/A,53.545374,9.902981,,2183
,viewpoint,N/A,53.461756,9.708109,,1477
,viewpoint,N/A,53.454999,9.714608,,2067
,viewpoint,N/A,53.554644,9.823757,,2770
,viewpoint,N/A,53.544991,9.921683,,2462
,viewpoint,N/A,53.545168,9.918073,,2312
,viewpoint,N/A,53.614081,9.938980,,2590
Wetterpilz,viewpoint,N/A,53.291429,9.208936,,1450
,viewpoint,N/A,53.545567,9.924486,,2547
,viewpoint,N/A,53.172253,8.611490,,561
,viewpoint,N/A,53.198318,8.443999,,26
Hirschparktreppe,viewpoint,N/A,53.554706,9.823247,,2791
Osternburger Utkiek,viewpoint,N/A,53.119923,8.227989,,1407
,viewpoint,N/A,53.149355,8.305373,,5
,viewpoint,N/A,53.221091,8.453319,,2445
,viewpoint,N/A,53.173919,8.574231,,153
,viewpoint,N/A,53.153130,8.274270,,171
,viewpoint,N/A,53.168065,8.614573,,222
,viewpoint,N/A,53.155102,8.273541,,402
,viewpoint,N/A,53.545322,9.926818,,2664
,viewpoint,N/A,53.550103,9.845127,,1487
Landebahn Einflugschneise,viewpoint,N/A,53.614634,9.956645,,2335
,viewpoint,N/A,53.164060,8.633214,,4
Aussichtshügel,viewpoint,N/A,53.164037,8.665988,,600
NABU Beobachtungshütte,viewpoint,N/A,53.514132,9.838218,,1661
NABU Beobachtungshütte,viewpoint,N/A,53.515226,9.833846,,1625
,viewpoint,N/A,53.614073,9.939728,,2547
,viewpoint,N/A,53.595107,9.956986,,603
,viewpoint,N/A,53.595073,9.956451,,544
,viewpoint,N/A,53.545417,9.914041,,2212
,viewpoint,N/A,53.596391,9.937166,,1272
,viewpoint,N/A,53.172401,8.742507,,971
,viewpoint,N/A,53.165680,8.625377,,293
,viewpoint,N/A,53.556852,9.829720,,2680
Afrika-Panorama,viewpoint,N/A,53.595264,9.935651,,1366
,viewpoint,N/A,53.617026,9.946681,,2580
Bernhard-Grzimek-Turm,viewpoint,N/A,52.844979,7.621719,,2763
,viewpoint,N/A,53.549984,9.845967,,1474
,viewpoint,N/A,53.554039,9.828154,,2530
,viewpoint,N/A,53.549236,9.851375,,1293
