Name,Typ,Adresse,Latitude,Longitude
Pedale – Fahrradgeschäft,bicycle,"Dragonerstraße, 21a, 26135",53.1344938,8.2319727
Brot & So,supermarket,"Dragonerstraße, 38, 26135, Oldenburg",53.1339983,8.230191
Elrado-House,restaurant,"Nordstraße, 42, 26135, Oldenburg",53.1356407,8.2272014
MESHI,restaurant,"Am Rundtörn, 30, 26135, Oldenburg",53.1394268,8.2300989
Lenes Bio Backstube,bakery,Adresse unbekannt,53.1390974,8.2302108
Drielaker Hof,restaurant,Adresse unbekannt,53.135052,8.2380015
Cafe 22,cafe,Adresse unbekannt,53.1351446,8.2355145
Cito Werk Zweirad Freizeitartikel GmbH,bicycle,Adresse unbekannt,53.1352758,8.2346975
Delikato,restaurant,Adresse unbekannt,53.18642,8.48526
Bäckerei Meyer Mönchhof im EDEKA Wigger,bakery,"Weserstraße, 30, 27804, Berne",53.1866501,8.4852797
Borchers - Fahrradhaus Stedingen,bicycle,"Handwerksstraße, 4, 27804",53.1909983,8.5010065
Laki's Bistro,restaurant,"Stedinger Straße, 1, 27809, Lemwerder",53.1638073,8.6178141
Pizzeria•Trattoria Da Ernesto,restaurant,"Flughafenstraße, 3a, 27809, Lemwerder",53.1621416,8.6224129
Grauer Esel,restaurant,"Am Vegesacker Hafen, 10, Bremen",53.1683763,8.6245342
Radstudio Vegesack,bicycle,"Gerhard-Rohlfs-Passage, 16, 28757",53.1729209,8.6197665
Piccolino Bremen,restaurant,"Alte Hafenstraße, 40, 28757, Bremen",53.1692129,8.6246439
Strandbude,restaurant,"Am Vegesacker Hafen, 12, 28757, Bremen",53.1682881,8.6240123
Jugendcafe Haven Höövt,cafe,Adresse unbekannt,53.166958,8.6286529
Kaffeetante,cafe,Adresse unbekannt,53.1700517,8.6247354
Haferkamp,bakery,Adresse unbekannt,53.1661963,8.6283347
Kaufland,supermarket,"Zum Alten Speicher, 2, Bremen",53.1661651,8.6287602
Goden Wind,restaurant,Adresse unbekannt,53.1686355,8.6233145
Salento Classico,restaurant,"Reeder-Bischoff-Straße, 54, 28757, Bremen",53.1708435,8.6219847
Amico,restaurant,"Reeder-Bischoff-Straße, 45, 28757, Bremen",53.1704363,8.6225179
Mr. Trung Viet Cuisine,restaurant,"Rohrstraße, 1, 28757, Bremen",53.1685474,8.6235241
Eiscafé Daniel,cafe,"Gerhard-Rohlfs-Straße, 8, 28757, Bremen",53.1720823,8.6204795
Kantjes – Fisch in Vegesack,restaurant,Adresse unbekannt,53.1722378,8.6194788
Zum Alois,restaurant,Adresse unbekannt,53.171385,8.6201414
Leerstand,restaurant,"Vegesacker Bahnhofsplatz, 1a, 28757",53.1702092,8.6281595
Café Coppa,cafe,Adresse unbekannt,53.1703068,8.6231431
Tinto,restaurant,Adresse unbekannt,53.170847,8.6258863
Loui & Jules,restaurant,Adresse unbekannt,53.1690831,8.6240674
Varlemanns Burger Grill,restaurant,Adresse unbekannt,53.1722649,8.619401
Aldi,supermarket,"Hermann-Fortmann-Straße, 21, Bremen",53.1700578,8.6350758
Olympia,restaurant,"Friedrich-Humbert-Straße, 151, 28759, Bremen",53.1672125,8.6322197
Joonas Brotbude,bakery,"Friedrich-Humbert-Straße, 120, 28759, Bremen",53.1667451,8.6367996
Pegasos,restaurant,Adresse unbekannt,53.1658648,8.6415593
Bootshausgaststätte VWV,restaurant,Adresse unbekannt,53.1619772,8.638745
Murkens Krug zur Fähre,restaurant,Adresse unbekannt,53.160692,8.6793649
Café Knoops Park,cafe,"Admiral-Brommy-Weg, 4A, 28717, Bremen",53.1633566,8.682643
Smidt's,restaurant,"Lesumbroker Landstraße, 70, 28719, Bremen",53.1579644,8.6931584
Netto Marken-Discount,supermarket,"Burger Heerstraße, 46, 28719, Bremen",53.1560173,8.7031667
Orpheas,restaurant,"Burger Heerstraße, 50, 28719, Bremen",53.1564247,8.7040693
Steak House an der Lesum,restaurant,"Lesumbroker Landstraße, 4f, 28719, Bremen",53.1563063,8.7025489
Burger Blatt und Backwerkstatt,bakery,"Burger Heerstraße, 32, 28719, Bremen",53.1549724,8.7044769
Zur Nordseite,restaurant,Adresse unbekannt,53.1651711,8.7531697
Melkhus Hof Hagensfähr,cafe,"Hagensfährer Weg, 1, 27721, Ritterhude",53.162923,8.7656438
Gasthaus Dammsiel,restaurant,"Niederblockland, 32, 28357, Bremen",53.1582575,8.7776045
Wümmeblick,restaurant,"Höftdeich, 11, 28865, Lilienthal",53.1619143,8.7983802
Zur alten Wümmescheune,cafe,Adresse unbekannt,53.1609973,8.796739
Zur Schleuse,restaurant,Adresse unbekannt,53.147956,8.8452159
Gartelmann's Gasthof,restaurant,Adresse unbekannt,53.1430891,8.847149
Gartelmann's Dielencafe,cafe,Adresse unbekannt,53.1354117,8.8588679
Pusta-Stube,restaurant,"Oberblockland, 5, 28357, Bremen",53.1333855,8.8607245
Landhaus Kuhsiel,restaurant,Adresse unbekannt,53.1301769,8.8641646
Landgasthof Heuer,restaurant,"Borgfelder Deich, 22, 28357, Bremen",53.1322448,8.8908259
Rewe,supermarket,"Borgfelder Heerstraße, 44, 28357, Bremen",53.1266086,8.9015074
Bäckerei Schröder,bakery,Adresse unbekannt,53.1269567,8.9028386
Salvia,restaurant,"Borgfelder Heerstraße, 44, 28357, Bremen",53.1266609,8.9022764
Haferkamp,bakery,Adresse unbekannt,53.1264766,8.9021176
Aleco,supermarket,Adresse unbekannt,53.1272186,8.9027634
Happi,restaurant,"Krögersweg, 7, 28357, Bremen",53.1246252,8.9024556
Barnstorff,bakery,"Borgfelder Heerstraße, 47, 28357, Bremen",53.1257852,8.9023512
Crepes Suzette,restaurant,"Borgfelder Heerstraße, 28357, Bremen",53.1261269,8.9020099
Zweiradhaus Schallich,bicycle,Adresse unbekannt,53.1257385,8.9023156
Café List,cafe,Adresse unbekannt,53.1252398,8.9019055
nah und gut Borgfeldt,supermarket,"Hauptstraße, 27, 27412, Wilstedt",53.1945717,9.0930254
EDEKA Lohmann,supermarket,"Poststraße, 4-6, 27412, Tarmstedt",53.2258658,9.0785462
Sammann,bakery,Adresse unbekannt,53.226433,9.0795532
Pizza Prince,restaurant,"Wendohweg, 40, 27412, Tarmstedt",53.2218398,9.0827997
De Grönhöker,supermarket,Adresse unbekannt,53.2258739,9.0798969
Restaurant Olympia,restaurant,"Bauernreihe, 8, 27412, Tarmstedt",53.2266414,9.0761724
Tarmstedter Hof,restaurant,"Hauptstraße, 16, 27412, Tarmstedt",53.2270733,9.0793831
Parthenon Zeven,restaurant,"Bremer Straße, 84, 27404, Zeven",53.2942362,9.2591385
Bäckerei Gilbert,bakery,Adresse unbekannt,53.2960445,9.2727389
Hotel Central,restaurant,Adresse unbekannt,53.296443,9.2752296
Ratscafe am Markt,cafe,"Am Markt, 2, 27404, Zeven",53.2953496,9.2781596
Casagrande,restaurant,"An der Mehde, 2, 27404, Zeven",53.2974441,9.2786007
Mannis Fahrradladen M. Born,bicycle,Adresse unbekannt,53.2937176,9.27701
Ringhotel Paulsen,restaurant,"Meyerstraße, 22, 27404, Zeven",53.2968379,9.2747936
Jeanne's Café,cafe,Adresse unbekannt,53.2932852,9.2779697
Café Müller,cafe,Adresse unbekannt,53.2938917,9.2781181
Allegria,restaurant,Adresse unbekannt,53.29517,9.2804003
Backmanufaktur Latzel seit 1884,bakery,"Gartenstraße, 1, 27404, Zeven",53.2943983,9.2808791
ALDI Nord,supermarket,"Auf der Worth, Zeven",53.2928399,9.2806309
famila,supermarket,"Auf der Worth, 11, 27404, Zeven",53.292766,9.2812616
Ratsbäckerei Latzel,bakery,"Auf der Worth, 11, 27404, Zeven",53.2930201,9.2810529
Zevener Fahrradscheune,bicycle_repair_station,"Molkereistraße, 13, 27404, Zeven",53.2990206,9.2799522
steffens-backkunst,bakery,Adresse unbekannt,53.3152788,9.3364257
Steffens,bakery,Adresse unbekannt,53.3115229,9.3285662
Zum Hollengrund,restaurant,Adresse unbekannt,53.3160176,9.3413968
Bäckerei & Konditorei M. Viet,bakery,Adresse unbekannt,53.3646728,9.4235413
Fahrradhaus L & M GmbH,bicycle,"Zevener Straße, 2",53.4332282,9.6133156
Dietz,bakery,Adresse unbekannt,53.4344903,9.6144853
Schrader,bakery,Adresse unbekannt,53.4346279,9.6175899
Beef Kitchen,restaurant,"Buxtehuder Straße, 11, 21641, Apensen",53.4343984,9.6161071
Bäcker Dietz,bakery,"Torfweg, 4, 21614, Buxtehude",53.4633449,9.6669213
Nah & Frisch,supermarket,"Torfweg, 4, 21614, Buxtehude",53.4632142,9.666859
al halal,restaurant,"Spechtweg, 4, 21614, Buxtehude",53.4654612,9.6760097
Wachtelburg,restaurant,"Apensener Straße, 106, 21614, Buxtehude",53.4641378,9.6669694
Wachtel imbiss,restaurant,"Apensener Straße, 104b, 21614, Buxtehude",53.4642771,9.6673754
Bäckerei Weiss,bakery,"Kählerstraße, 1, 21614, Buxtehude",53.4671496,9.6800482
Mundfein,restaurant,"Stader Straße, 58, 21614, Buxtehude",53.4695067,9.6790539
Cafe Port,cafe,Adresse unbekannt,53.4690048,9.6856182
Fidelio,restaurant,"Bahnhofstraße, 48;50, 21614, Buxtehude",53.471591,9.6908749
Hillert,bakery,"Stader Straße, 2, 21614, Buxtehude",53.4695396,9.688058
Gül Gemüse Döner,restaurant,Adresse unbekannt,53.4667176,9.6893709
Pars Pizzaservice,restaurant,Adresse unbekannt,53.466707,9.6896922
Bike-Station-Buxtehude,bicycle,"Hauptstraße, 11, 21614, Buxtehude",53.4688005,9.6894028
SE Bio Markt,supermarket,"Brauereiweg, 4, 21614, Buxtehude",53.4700348,9.6866111
Meze Food & Kebap,restaurant,"Stader Straße, 2, 21614, Buxtehude",53.4699339,9.6889277
Masala,restaurant,"Bahnhofstraße, 37, 21614, Buxtehude",53.4720951,9.692347
Marktkauf,supermarket,"Bahnhofstraße, 47, 21614, Buxtehude",53.4710027,9.6913801
Junge,bakery,Adresse unbekannt,53.4717278,9.6918095
China Palace,restaurant,"Georgstraße, 5, 21614, Buxtehude",53.4689816,9.6882204
Café Goldbrunch,cafe,"Bahnhofstraße, 51, 21614",53.4705942,9.6905018
Betriebsrestaurant Claudius Peters,restaurant,Adresse unbekannt,53.4656842,9.7014776
the Big Bull,restaurant,"Bahnhofstraße, 21, 21614, Buxtehude",53.4728473,9.6937179
Drinking_water,drinking_water,Adresse unbekannt,53.4713099,9.6948946
Pane e Vino,restaurant,Adresse unbekannt,53.4769516,9.6989765
Zweirad Hör,bicycle,Adresse unbekannt,53.4758362,9.6978419
Ratskeller,restaurant,Adresse unbekannt,53.4765164,9.7003099
Jogi,restaurant,Adresse unbekannt,53.4776092,9.700489
Dietz,bakery,"Bahnhofstraße, 19, 21614, Buxtehude",53.4731398,9.6940705
Din Hau,restaurant,Adresse unbekannt,53.4752404,9.6967633
Hillert,bakery,"Am Markt, 1, 21614, Buxtehude",53.476445,9.6999131
Hillert,bakery,"Lange Straße, 37, 21614, Buxtehude",53.475795,9.6992106
Amadeus,restaurant,Adresse unbekannt,53.4761341,9.70007
Abthaus,restaurant,"Abtstraße, 6, 21614, Buxtehude",53.4773803,9.7013454
Ma Vie,restaurant,"Lange Straße, 2a, 21614, Buxtehude",53.4772089,9.7015006
Dionysos,restaurant,"Abtstraße, 4, 21614, Buxtehude",53.4772966,9.7014042
Primus,restaurant,"Abtstraße, 8, 21614, Buxtehude",53.4774611,9.7012828
Hoddow's Gastwerk,restaurant,"Westfleth, 35, 21614, Buxtehude",53.4774527,9.698578
Hillert,bakery,"Viverstraße, 21614, Buxtehude",53.474289,9.6983861
Cafe am Museum,cafe,Adresse unbekannt,53.476744,9.7015005
Mica's,restaurant,Adresse unbekannt,53.476777,9.698716
Schrader,bakery,Adresse unbekannt,53.4761064,9.699503
Piccolo,restaurant,Adresse unbekannt,53.4758164,9.700222
Entlein,cafe,Adresse unbekannt,53.4758118,9.6974175
Café PomPom,cafe,21614,53.4769491,9.6983988
Süße Sünde,cafe,Adresse unbekannt,53.4776467,9.699271
Drinking_water,drinking_water,Adresse unbekannt,53.4756649,9.6983091
Märchenhaft,restaurant,Adresse unbekannt,53.4760742,9.6976364
Pfeffertörtchen,cafe,Adresse unbekannt,53.4770144,9.7017468
Drinking_water,drinking_water,Adresse unbekannt,53.4763481,9.7029602
Bike-Love,bicycle,"Westfleth, 35, 21614, Buxtehude",53.4773052,9.6988472
Hanse Loft,cafe,Adresse unbekannt,53.4790036,9.7012752
Bäckerei Pfeiffer,bakery,"Harburger Straße, 37, 21614, Buxtehude",53.4769534,9.7100392
von Allwörden,bakery,Adresse unbekannt,53.4704698,9.7142415
Bäcker Dietz,bakery,"Harburger Straße, 60, 21614, Buxtehude",53.4739342,9.7137814
Taverna Elina,restaurant,"Hasselwerder Straße, 94, 21129, Hamburg",53.521044,9.8119271
Bundt's Gartenrestaurant,restaurant,"Hasselwerder Straße, 85, 21129, Hamburg",53.5203078,9.8137072
Bundt's Cafe,cafe,"Hasselwerder Straße, 85, 21129, Hamburg",53.5202248,9.8137136
Ringeltaube,supermarket,Adresse unbekannt,53.5375066,9.8459527
Cafe,cafe,Adresse unbekannt,53.5386635,9.8638828
(closed),restaurant,Adresse unbekannt,53.5387481,9.8637848
Alsterspeiche,bicycle,"Neßdeich, 100, 21129, Hamburg",53.5345163,9.8592988
Holsten Bäckerei,cafe,"Hein-Saß-Weg, 30, 21129, Hamburg",53.5380288,9.8643551
Ihr Finkenwerder Bäcker Körner,bakery,"Neßdeich, 100, 21129, Hamburg",53.5346429,9.8594899
Rewe,supermarket,"Steendiek, 16, 21129, Hamburg",53.5327177,9.8790636
Dionysos,restaurant,Adresse unbekannt,53.5336461,9.8720851
Restaurant Finkenwerder Elbblick,restaurant,"Focksweg, 42, 21129, Hamburg",53.5387533,9.8736721
Finkwarder Klönstuv,restaurant,Adresse unbekannt,53.5332599,9.8776356
Nur hier,bakery,"Steendiek, 16, 21129, Hamburg",53.5327994,9.8790518
Ihr Finkenwerder Bäcker,bakery,"Steendiek, 13, 21129, Hamburg",53.5331721,9.8783741
Özdemirs Laden,supermarket,Adresse unbekannt,53.5322189,9.8785557
Restaurant Engel,restaurant,"22609, Hamburg",53.5464004,9.8635655
Quellental,restaurant,"Quellental, 36, 22609, Hamburg",53.5526833,9.8584725
Schmidt und Schmidtchen,cafe,Adresse unbekannt,53.5539308,9.8656189
Museumscafé,cafe,"Baron-Voght-Straße, 50, 22609, Hamburg",53.5528085,9.8657138
Country Kitchen,restaurant,"Hemmingstedter Weg, 2, 22607, Hamburg",53.5653182,9.8709291
Dat Backhus,bakery,Adresse unbekannt,53.55979,9.8867889
A. Glasmeyer,supermarket,Adresse unbekannt,53.559557,9.8864397
Cafe Schmidt,cafe,"Beselerplatz, 10, 22607, Hamburg",53.5597256,9.8884773
BLOCK HOUSE,restaurant,Adresse unbekannt,53.5594781,9.8866364
L' italiano Bistro & Vinotec,restaurant,Adresse unbekannt,53.5593726,9.8861668
Russano's,restaurant,Adresse unbekannt,53.5593778,9.8827232
Lindner,bakery,"Waitzstraße, 13, 22607, Hamburg",53.5596754,9.8843374
Elbwein,cafe,"Beselerstraße, 27, 22607, Hamburg",53.5648198,9.8802947
Hansen,bakery,Adresse unbekannt,53.5597353,9.8848806
Osaka Sushi,restaurant,"Waitzstraße, 19, 22607, Hamburg",53.5594406,9.8836719
Hala,restaurant,"Beselerplatz, 11, 22607, Hamburg",53.5596941,9.8877869
Hansebäcker Junge,bakery,"Waitzstraße, 9, 22607, Hamburg",53.5594807,9.8852402
NEWPORT - CAFFEE & WEIN,restaurant,Adresse unbekannt,53.5596299,9.8835521
Moraba,restaurant,"Waitzstraße, 25, 22607, Hamburg",53.559352,9.8823859
Backgeschwister,bakery,Adresse unbekannt,53.5594334,9.8837647
L'Europeo,restaurant,Adresse unbekannt,53.5658714,9.894733
Freda Café & Bistro,cafe,"Theodorstraße, 48, 22761, Hamburg",53.5695687,9.8985885
Il Cortile,restaurant,Adresse unbekannt,53.5700831,9.8967993
Taste of Tandoori,restaurant,Osdorfer Weg,53.5658446,9.8976764
Schweinske Bahrenfeld,restaurant,"Silcherstraße, 1, 22761, Hamburg",53.5651267,9.9020179
Vina-Haus,restaurant,"Mendelssohnstraße, 28, 22761, Hamburg",53.5638495,9.9136319
Sunsirius Bistro & Markt,cafe,"Bahrenfelder Chaussee, 70A, 22761",53.5664052,9.909928
Ghana Aba Abrokyire,restaurant,"Norburger Stieg, 1",53.5665035,9.9100742
Osteria La Botte,restaurant,"Bahrenfelder Steindamm, 109, 22761, Hamburg",53.5635806,9.919318
Unsere Bäckerei & Kiosk,bakery,Adresse unbekannt,53.5637852,9.9200653
Mokka,restaurant,"Bahrenfelder Chaussee, 29, 22761, Hamburg",53.5642961,9.9163168
Via Cafélier,restaurant,"Paul-Dessau-Straße, 4, 22761",53.5634813,9.9153601
Ashirwad,restaurant,"Bahrenfelder Chaussee, 27, 22761",53.5642087,9.9163201
Navarra,restaurant,Adresse unbekannt,53.5642228,9.9217442
Mission Pizza,restaurant,"Beim Alten Gaswerk, 3i, 22761, Hamburg",53.5631699,9.9165486
Gewächshaus-Hamburg,cafe,"Holstenkamp, 80, 22525, Hamburg",53.5711195,9.9173979
Die Schnackschrauber - Fahrrad-Reparatur für Geflüchtete u.a. in Selbsthilfe,bicycle,"Regerstraße, 73, 22761, Hamburg",53.5695524,9.9149011
Andronaco Bistro,restaurant,"Beerenweg, 24-26, 22761, Hamburg",53.5663386,9.922697
Cafémilonga im el abrazo,cafe,"Beerenweg, 1d, 22761",53.5649936,9.9215359
vit:bikes,bicycle,Adresse unbekannt,53.5665823,9.9200172
Croque Master,restaurant,Adresse unbekannt,53.5711374,9.9232268
Mr. Baker,bakery,"Osterstraße, 161, Hamburg",53.5776072,9.9474078
Espresso House,cafe,"Osterstraße, 140",53.5770067,9.9487168
Die kleine Konditorei,bakery,"Osterstraße, 176, 20255, Hamburg",53.5794018,9.9462545
Chez Nathalie,cafe,"Lutterothstraße, 88, 20255, Hamburg",53.581715,9.9454414
Due Baristi,cafe,"Langenfelder Damm, 2-4, 20257, Hamburg",53.5782294,9.9414659
Q-Bar,restaurant,Adresse unbekannt,53.580884,9.9460693
Corfu Grill,restaurant,Adresse unbekannt,53.579332,9.9486475
Penny,supermarket,Adresse unbekannt,53.5794041,9.9397197
Adam Cafe City,cafe,"Müggenkampstraße, 45, 20257, Hamburg",53.5798585,9.9424764
Pancake Panda,cafe,"Müggenkampstraße, 34",53.5799487,9.9435847
MAY,cafe,"Lappenbergsallee, 30, 20257, Hamburg",53.5765793,9.9433942
Pastelaria Transmontana II,cafe,"Lappenbergsallee, 48, 20257",53.5777749,9.9421403
Curcuma,cafe,Adresse unbekannt,53.5780438,9.9427501
Die kleine Konditorei,bakery,"Langenfelder Damm, 75, 22525, Hamburg",53.5815104,9.9371542
Eclair au café,cafe,Adresse unbekannt,53.5754048,9.9454465
Odysseus,restaurant,"Hellkamp, 1, 20255, Hamburg",53.5767686,9.9458189
O'Sole Mio,restaurant,"Methfesselstraße, 44",53.5786955,9.9450891
Kaiser Rad,bicycle,Adresse unbekannt,53.5770556,9.9421599
Kingcycles,bicycle,"Osterstraße, 181, 20255, Hamburg",53.5789003,9.9461998
Parea,restaurant,Adresse unbekannt,53.5806951,9.9425507
Seoul 1988,restaurant,"Müggenkampstraße, 86, 20257, Hamburg",53.5806517,9.9389875
L´Orient,restaurant,"Osterstraße, 146, 20255, Hamburg",53.57733,9.9483165
Samos,restaurant,"Osterstraße, 150, Hamburg",53.577555,9.9481174
Little Buddha,restaurant,Adresse unbekannt,53.5772229,9.9467142
Azeitona,restaurant,"Osterstraße, 173",53.5791668,9.9464736
Chào Bạn,restaurant,"Stellinger Weg, 43, 20255, Hamburg",53.5799794,9.9478978
Dos Amigos,restaurant,"Sillemstraße, 74, 20257, Hamburg",53.578654,9.9438966
Familien Backstube,bakery,Adresse unbekannt,53.5792417,9.9399006
ima vegan,cafe,"Lappenbergsallee, 36, 20257, Hamburg",53.5770749,9.9427228
Langenfelder Frühstücksecke,cafe,Adresse unbekannt,53.5803364,9.9384751
Cafe Delice,cafe,Adresse unbekannt,53.5788956,9.9467585
Café Estoril,cafe,"Osterstraße, 158",53.5782277,9.9474205
Thang Long One,restaurant,Adresse unbekannt,53.5778507,9.9471841
Tokio Sushi,restaurant,"Osterstraße, 167, 20255, Hamburg",53.5779709,9.9470659
kkokki loves vegan,restaurant,"Osterstraße, 171",53.578196,9.9468239
geen,cafe,"Stellinger Weg, 38a, 20255, Hamburg",53.5802518,9.9481025
meraki,cafe,"Stellinger Weg, 38f",53.5804676,9.9477583
Green Papaya,restaurant,Adresse unbekannt,53.5783591,9.9467545
Public Coffee Roasters,cafe,"Lappenbergsallee, 43, 20257, Hamburg",53.5775506,9.9416122
Heimatjuwel,restaurant,"Stellinger Weg, 47, Hamburg",53.5801271,9.9477006
Studio Gusto,cafe,"Methfesselstraße, 62",53.5797402,9.9463871
Radwerk,bicycle,"Langenfelder Damm, 6, 20257, Hamburg",53.5784926,9.9412066
Golden Bean,cafe,"Hellkamp, 18",53.5772214,9.9474164
Himmlische Versuchung,cafe,"Steenwisch, 41, 22527, Hamburg",53.5821957,9.940885
La Vita,restaurant,Adresse unbekannt,53.5803655,9.9472934
Galopper,restaurant,Adresse unbekannt,53.5795165,9.9486664
Superfiets,bicycle,Adresse unbekannt,53.5800407,9.9433424
Der Geheime Garten - Blumencafé,cafe,"Grundstraße, 16, 20257, Hamburg",53.5769874,9.9429859
Lidl,supermarket,Adresse unbekannt,53.5818781,9.9542057
Old MacDonald,restaurant,"Stellinger Weg, 33, Hamburg",53.5791426,9.949101
Fahrräder Walter Wehland,bicycle,Adresse unbekannt,53.5813383,9.9479407
Der Keksbäcker,bakery,"Sorthmannweg, 10, 22529, Hamburg",53.5836491,9.9549301
Eisbüttel,cafe,"Lutterothstraße, 45, 20255, Hamburg",53.5810262,9.9517368
Brotzeit,bakery,Adresse unbekannt,53.5851269,9.9450179
Mata Hambre,restaurant,"Methfesselstraße, 102, 20255, Hamburg",53.5819679,9.947911
Restaurant Zeus,restaurant,"Stellinger Weg, 16, 20255, Hamburg",53.5786414,9.9507549
Mia Mio,cafe,"Hellkamp, 70, 20255, Hamburg",53.5806355,9.9495039
Cafe Yapistir,cafe,Adresse unbekannt,53.5790425,9.9492774
Café Tuana,cafe,Adresse unbekannt,53.5795441,9.9492387
Café Eims,cafe,"Hellkamp, 52",53.5795955,9.9491845
Casa Mosa,restaurant,"Hagenbeckstraße, 124a, 22527, Hamburg",53.5905383,9.9422024
innerluck,restaurant,Adresse unbekannt,53.5912255,9.9439454
Café Ines,cafe,Adresse unbekannt,53.5942962,9.9442076
Mendelssohn's,restaurant,Adresse unbekannt,53.5942632,9.9461214
Gelis Backshop,bakery,"Lohbekstieg, 22529, Hamburg",53.5950827,9.9553734
Nur Hier,bakery,"Koppelstraße, 45, 22529, Hamburg",53.5931747,9.9439616
